datetime,baseCurrency,termCurrency,normalRate
2026-07-01T01:38:10Z,USD,BDT,122.4845000000
2026-07-01T06:22:53Z,USD,BDT,122.4845000000
2026-07-01T10:28:13Z,USD,BDT,122.4845000000
2026-07-01T13:17:35Z,USD,BDT,122.4845000000
2026-07-01T16:03:50Z,USD,BDT,122.4845000000
2026-07-01T18:22:40Z,USD,BDT,122.4845000000
2026-07-01T20:22:09Z,USD,BDT,122.4845000000
2026-07-01T21:57:51Z,USD,BDT,122.4845000000
2026-07-01T23:18:42Z,USD,BDT,122.4845000000
2026-07-02T01:30:44Z,USD,BDT,122.4845000000
2026-07-02T05:55:42Z,USD,BDT,122.4845000000
2026-07-02T08:52:03Z,USD,BDT,122.5840000000
2026-07-02T11:30:57Z,USD,BDT,122.5840000000
2026-07-02T13:50:28Z,USD,BDT,122.5840000000
2026-07-02T16:02:35Z,USD,BDT,122.5840000000
2026-07-02T18:11:40Z,USD,BDT,122.5840000000
2026-07-02T20:00:20Z,USD,BDT,122.5840000000
2026-07-02T21:42:18Z,USD,BDT,122.5840000000
2026-07-02T23:00:48Z,USD,BDT,122.5840000000
2026-07-03T01:08:03Z,USD,BDT,122.5840000000
2026-07-03T05:11:10Z,USD,BDT,122.5840000000
2026-07-03T08:32:15Z,USD,BDT,122.5840000000
2026-07-03T11:28:52Z,USD,BDT,122.5840000000
2026-07-03T13:20:27Z,USD,BDT,122.5840000000
2026-07-03T15:32:19Z,USD,BDT,122.5840000000
2026-07-03T17:21:03Z,USD,BDT,122.5840000000
2026-07-03T18:45:16Z,USD,BDT,122.5840000000
2026-07-03T20:11:34Z,USD,BDT,122.5840000000
2026-07-03T21:38:29Z,USD,BDT,122.5840000000
2026-07-03T22:57:59Z,USD,BDT,122.5840000000
2026-07-04T00:08:20Z,USD,BDT,122.5840000000
2026-07-04T04:09:20Z,USD,BDT,122.5840000000
2026-07-04T07:20:49Z,USD,BDT,122.5840000000
2026-07-04T09:34:30Z,USD,BDT,122.5840000000
2026-07-04T11:23:09Z,USD,BDT,122.5840000000
2026-07-04T12:42:10Z,USD,BDT,122.5840000000
2026-07-04T14:25:55Z,USD,BDT,122.5840000000
2026-07-04T15:40:42Z,USD,BDT,122.5840000000
2026-07-04T16:59:56Z,USD,BDT,122.5840000000
2026-07-04T18:08:52Z,USD,BDT,122.5840000000
2026-07-04T19:43:39Z,USD,BDT,122.5840000000
2026-07-04T20:52:11Z,USD,BDT,122.5840000000
2026-07-04T21:55:20Z,USD,BDT,122.5840000000
2026-07-04T22:55:13Z,USD,BDT,122.5840000000
2026-07-04T23:59:01Z,USD,BDT,122.5840000000
2026-07-05T04:07:13Z,USD,BDT,122.5840000000
2026-07-05T07:44:20Z,USD,BDT,122.5840000000
2026-07-05T10:08:22Z,USD,BDT,122.5840000000
2026-07-05T11:52:22Z,USD,BDT,122.5840000000
2026-07-05T13:23:00Z,USD,BDT,122.5840000000
2026-07-05T14:56:29Z,USD,BDT,122.5840000000
2026-07-05T16:08:37Z,USD,BDT,122.5840000000
2026-07-05T17:34:57Z,USD,BDT,122.5840000000
2026-07-05T19:11:12Z,USD,BDT,122.5840000000
2026-07-05T20:34:25Z,USD,BDT,122.5840000000
2026-07-05T21:57:58Z,USD,BDT,122.5840000000
2026-07-05T23:04:41Z,USD,BDT,122.5840000000
2026-07-06T01:13:22Z,USD,BDT,122.5840000000
2026-07-06T05:52:03Z,USD,BDT,122.5840000000
2026-07-06T10:10:43Z,USD,BDT,122.5840000000
2026-07-06T14:04:36Z,USD,BDT,122.5840000000
2026-07-06T17:19:02Z,USD,BDT,122.5840000000
2026-07-06T19:13:28Z,USD,BDT,122.5840000000
2026-07-06T21:08:38Z,USD,BDT,122.5840000000
2026-07-06T22:43:54Z,USD,BDT,122.5840000000
2026-07-07T00:04:04Z,USD,BDT,122.5840000000
2026-07-07T04:30:55Z,USD,BDT,122.5840000000
2026-07-07T08:19:09Z,USD,BDT,122.5840000000
2026-07-07T11:23:02Z,USD,BDT,122.5840000000
2026-07-07T13:31:51Z,USD,BDT,122.5840000000
2026-07-07T16:26:43Z,USD,BDT,122.5840000000
2026-07-07T18:28:28Z,USD,BDT,122.5840000000
2026-07-07T20:25:42Z,USD,BDT,122.5840000000
2026-07-07T21:52:17Z,USD,BDT,122.5840000000
2026-07-07T22:57:03Z,USD,BDT,122.5840000000
2026-07-07T23:58:15Z,USD,BDT,122.5840000000
2026-07-08T03:18:53Z,USD,BDT,122.5840000000
2026-07-08T06:11:29Z,USD,BDT,122.5840000000
2026-07-08T09:04:35Z,USD,BDT,122.5840000000
2026-07-08T11:20:52Z,USD,BDT,122.5840000000
2026-07-08T12:59:16Z,USD,BDT,122.5840000000
2026-07-08T15:27:42Z,USD,BDT,122.5840000000
2026-07-08T16:56:51Z,USD,BDT,122.5840000000
2026-07-08T18:17:44Z,USD,BDT,122.5840000000
2026-07-08T20:01:38Z,USD,BDT,122.5840000000
2026-07-08T21:38:56Z,USD,BDT,122.5840000000
2026-07-08T23:01:50Z,USD,BDT,122.5840000000
2026-07-09T01:08:07Z,USD,BDT,122.5840000000
2026-07-09T05:34:15Z,USD,BDT,122.5840000000
2026-07-09T09:31:49Z,USD,BDT,122.5840000000
2026-07-09T15:41:28Z,USD,BDT,122.6636000000
2026-07-09T17:51:27Z,USD,BDT,122.6636000000
2026-07-09T19:38:44Z,USD,BDT,122.6636000000
2026-07-09T21:19:12Z,USD,BDT,122.6636000000
2026-07-09T22:48:11Z,USD,BDT,122.6636000000
2026-07-10T00:00:45Z,USD,BDT,122.6636000000
2026-07-10T04:31:36Z,USD,BDT,122.6636000000
2026-07-10T08:18:27Z,USD,BDT,122.6636000000
2026-07-10T11:23:17Z,USD,BDT,122.6636000000
2026-07-10T13:24:52Z,USD,BDT,122.6636000000
2026-07-10T15:51:37Z,USD,BDT,122.6636000000
2026-07-10T17:44:09Z,USD,BDT,122.6636000000
2026-07-10T19:21:35Z,USD,BDT,122.6636000000
2026-07-10T20:48:06Z,USD,BDT,122.6636000000
2026-07-10T21:57:46Z,USD,BDT,122.6636000000
2026-07-10T23:00:30Z,USD,BDT,122.6636000000
2026-07-11T00:54:52Z,USD,BDT,122.6636000000
2026-07-11T04:09:45Z,USD,BDT,122.6636000000
2026-07-11T06:33:22Z,USD,BDT,122.6636000000
2026-07-11T08:43:55Z,USD,BDT,122.6636000000
2026-07-11T10:11:16Z,USD,BDT,122.6636000000
2026-07-11T11:28:26Z,USD,BDT,122.6636000000
2026-07-11T12:30:17Z,USD,BDT,122.6636000000
2026-07-11T14:19:38Z,USD,BDT,122.6636000000
2026-07-11T15:28:48Z,USD,BDT,122.6636000000
2026-07-11T16:26:41Z,USD,BDT,122.6636000000
2026-07-11T17:29:05Z,USD,BDT,122.6636000000
2026-07-11T18:28:13Z,USD,BDT,122.6636000000
2026-07-11T19:42:14Z,USD,BDT,122.6636000000
2026-07-11T20:41:55Z,USD,BDT,122.6636000000
2026-07-11T21:44:33Z,USD,BDT,122.6636000000
2026-07-11T22:42:28Z,USD,BDT,122.6636000000
2026-07-11T23:51:14Z,USD,BDT,122.6636000000
2026-07-12T02:24:49Z,USD,BDT,122.6636000000
2026-07-12T05:40:47Z,USD,BDT,122.6636000000
2026-07-12T08:10:19Z,USD,BDT,122.6636000000
2026-07-12T10:05:45Z,USD,BDT,122.6636000000
2026-07-12T11:35:35Z,USD,BDT,122.6636000000
2026-07-12T13:11:21Z,USD,BDT,122.6636000000
2026-07-12T14:39:46Z,USD,BDT,122.6636000000
2026-07-12T15:55:49Z,USD,BDT,122.6636000000
2026-07-12T16:56:30Z,USD,BDT,122.6636000000
2026-07-12T17:57:32Z,USD,BDT,122.6636000000
2026-07-12T19:08:40Z,USD,BDT,122.6636000000
2026-07-12T20:12:16Z,USD,BDT,122.6636000000
2026-07-12T21:21:45Z,USD,BDT,122.6636000000
2026-07-12T22:13:54Z,USD,BDT,122.6636000000
2026-07-12T23:24:09Z,USD,BDT,122.6636000000
2026-07-13T01:02:01Z,USD,BDT,122.6636000000
2026-07-13T04:56:55Z,USD,BDT,122.6636000000
2026-07-13T08:17:07Z,USD,BDT,122.6636000000
2026-07-13T11:36:37Z,USD,BDT,122.6636000000
2026-07-13T14:25:05Z,USD,BDT,122.6636000000
2026-07-13T16:55:03Z,USD,BDT,122.6636000000
2026-07-13T18:40:42Z,USD,BDT,122.6636000000
2026-07-13T20:10:58Z,USD,BDT,122.6636000000
2026-07-13T21:27:23Z,USD,BDT,122.6636000000
2026-07-13T22:27:46Z,USD,BDT,122.6636000000
2026-07-13T23:26:24Z,USD,BDT,122.6636000000
2026-07-14T00:52:21Z,USD,BDT,122.6636000000
2026-07-14T03:53:46Z,USD,BDT,122.6636000000
2026-07-14T06:07:10Z,USD,BDT,122.6636000000
2026-07-14T08:33:47Z,USD,BDT,122.6636000000
2026-07-14T10:41:18Z,USD,BDT,122.6636000000
2026-07-14T12:07:16Z,USD,BDT,122.6636000000
2026-07-14T14:22:22Z,USD,BDT,122.6636000000
2026-07-14T15:55:09Z,USD,BDT,122.6636000000
2026-07-14T17:10:57Z,USD,BDT,122.6636000000
2026-07-14T18:36:43Z,USD,BDT,122.6636000000
2026-07-14T20:07:04Z,USD,BDT,122.6636000000
2026-07-14T21:29:12Z,USD,BDT,122.6636000000
2026-07-14T22:32:07Z,USD,BDT,122.6636000000
2026-07-14T23:50:28Z,USD,BDT,122.6636000000
2026-07-15T02:03:55Z,USD,BDT,122.6636000000
2026-07-15T05:13:08Z,USD,BDT,122.6636000000
2026-07-15T07:27:27Z,USD,BDT,122.6636000000
2026-07-15T09:28:25Z,USD,BDT,122.6636000000
2026-07-15T11:09:55Z,USD,BDT,122.6636000000
2026-07-15T12:50:03Z,USD,BDT,122.6636000000
2026-07-15T14:45:24Z,USD,BDT,122.7929500000
2026-07-15T16:17:17Z,USD,BDT,122.7929500000
2026-07-15T17:45:35Z,USD,BDT,122.7929500000
2026-07-15T19:04:48Z,USD,BDT,122.7929500000
2026-07-15T20:30:51Z,USD,BDT,122.7929500000
2026-07-15T21:55:42Z,USD,BDT,122.7929500000
2026-07-15T22:56:17Z,USD,BDT,122.7929500000
2026-07-15T23:56:50Z,USD,BDT,122.7929500000
2026-07-16T02:39:58Z,USD,BDT,122.7929500000
2026-07-16T05:36:21Z,USD,BDT,122.7929500000
2026-07-16T08:06:20Z,USD,BDT,122.7929500000
2026-07-16T10:24:46Z,USD,BDT,122.7929500000
2026-07-16T11:58:44Z,USD,BDT,122.7929500000
2026-07-16T14:07:06Z,USD,BDT,122.7929500000
2026-07-16T15:53:46Z,USD,BDT,122.7929500000
2026-07-16T17:10:49Z,USD,BDT,122.7929500000
2026-07-16T18:38:38Z,USD,BDT,122.7929500000
2026-07-16T19:59:49Z,USD,BDT,122.7929500000
2026-07-16T21:11:08Z,USD,BDT,122.7929500000
2026-07-16T22:27:56Z,USD,BDT,122.7929500000
2026-07-16T23:25:55Z,USD,BDT,122.7929500000
2026-07-17T00:59:51Z,USD,BDT,122.7929500000
2026-07-17T04:14:17Z,USD,BDT,122.7929500000
2026-07-17T06:36:02Z,USD,BDT,122.7929500000
2026-07-17T09:06:06Z,USD,BDT,122.7929500000
2026-07-17T11:04:11Z,USD,BDT,122.7929500000
2026-07-17T12:41:08Z,USD,BDT,122.7929500000
2026-07-17T14:39:34Z,USD,BDT,122.7929500000
2026-07-17T16:11:09Z,USD,BDT,122.7929500000
2026-07-17T17:35:52Z,USD,BDT,122.7929500000
2026-07-17T19:00:58Z,USD,BDT,122.7929500000
